method,split,morphology,task,seed,episodes,dominant_failure_accuracy,top2_failure_recall,calibration_error,early_warning_lead_time,cross_morphology_generalization_gap,task_success,dominant_failure_rate,safety_violation_rate,intervention_cost,unnecessary_intervention_rate,planning_regret_to_oracle
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,tight_turn_navigation,4,96,0.552083,0.697917,0.150576,0.640182,0.091080,0.739583,0.135417,0.072917,0.010010,0.145833,0.134823
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,tight_turn_navigation,5,96,0.541667,0.697917,0.136206,0.639140,0.091080,0.750000,0.145833,0.072917,0.009652,0.135417,0.135204
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,tight_turn_navigation,6,96,0.562500,0.697917,0.157755,0.641223,0.091080,0.614583,0.239583,0.114583,0.008937,0.125000,0.169547
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,payload_transport,0,96,0.531250,0.718750,0.135345,0.639765,0.091080,0.666667,0.208333,0.145833,0.009528,0.135417,0.166094
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,payload_transport,1,96,0.479167,0.729167,0.080955,0.635390,0.091080,0.708333,0.156250,0.093750,0.007228,0.125000,0.151460
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,payload_transport,2,96,0.604167,0.770833,0.202648,0.651223,0.091080,0.656250,0.145833,0.083333,0.008214,0.135417,0.152948
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,payload_transport,3,96,0.593750,0.770833,0.189700,0.650182,0.091080,0.666667,0.197917,0.125000,0.008214,0.156250,0.167025
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,payload_transport,4,96,0.552083,0.750000,0.152011,0.644348,0.091080,0.666667,0.166667,0.083333,0.008543,0.072917,0.148299
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,payload_transport,5,96,0.468750,0.729167,0.071814,0.634348,0.091080,0.604167,0.270833,0.062500,0.008214,0.187500,0.178285
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,payload_transport,6,96,0.635417,0.781250,0.236122,0.655182,0.091080,0.718750,0.104167,0.083333,0.007886,0.083333,0.136253
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,gap_or_step_crossing,0,96,0.541667,0.729167,0.144321,0.641640,0.091080,0.677083,0.156250,0.125000,0.009863,0.135417,0.160976
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,gap_or_step_crossing,1,96,0.531250,0.656250,0.132239,0.634765,0.091080,0.604167,0.218750,0.114583,0.009158,0.187500,0.178332
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,gap_or_step_crossing,2,96,0.500000,0.677083,0.096026,0.633307,0.091080,0.739583,0.156250,0.104167,0.009158,0.166667,0.159896
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,gap_or_step_crossing,3,96,0.489583,0.677083,0.091968,0.632265,0.091080,0.677083,0.156250,0.125000,0.007045,0.093750,0.161336
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,gap_or_step_crossing,4,96,0.552083,0.739583,0.155104,0.643515,0.091080,0.625000,0.218750,0.083333,0.009863,0.125000,0.166311
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,gap_or_step_crossing,5,96,0.583333,0.760417,0.179257,0.648307,0.091080,0.697917,0.145833,0.083333,0.007749,0.104167,0.149503
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,gap_or_step_crossing,6,96,0.510417,0.666667,0.104601,0.633515,0.091080,0.666667,0.229167,0.093750,0.010215,0.145833,0.170950
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,precision_contact_manipulation,0,96,0.510417,0.750000,0.101538,0.640182,0.091080,0.562500,0.218750,0.114583,0.009337,0.125000,0.185904
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,precision_contact_manipulation,1,96,0.489583,0.677083,0.092119,0.632265,0.091080,0.656250,0.187500,0.156250,0.010504,0.114583,0.176806
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,precision_contact_manipulation,2,96,0.510417,0.750000,0.118635,0.640182,0.091080,0.645833,0.177083,0.125000,0.012450,0.145833,0.172794
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,precision_contact_manipulation,3,96,0.583333,0.739583,0.189903,0.646640,0.091080,0.625000,0.156250,0.114583,0.010504,0.135417,0.173049
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,precision_contact_manipulation,4,96,0.520833,0.656250,0.118389,0.633723,0.091080,0.687500,0.156250,0.052083,0.012839,0.156250,0.158543
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,precision_contact_manipulation,5,96,0.552083,0.750000,0.146818,0.644348,0.091080,0.552083,0.229167,0.145833,0.012450,0.197917,0.194435
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,precision_contact_manipulation,6,96,0.583333,0.739583,0.182007,0.646640,0.091080,0.635417,0.156250,0.104167,0.013228,0.114583,0.165294
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,disturbance_recovery,0,96,0.468750,0.697917,0.064694,0.631848,0.091080,0.687500,0.208333,0.125000,0.007402,0.135417,0.172031
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,disturbance_recovery,1,96,0.572917,0.708333,0.167015,0.643098,0.091080,0.666667,0.156250,0.093750,0.010767,0.145833,0.157082
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,disturbance_recovery,2,96,0.520833,0.708333,0.123944,0.637890,0.091080,0.739583,0.125000,0.114583,0.007066,0.125000,0.151847
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,disturbance_recovery,3,96,0.416667,0.645833,0.023944,0.622473,0.091080,0.447917,0.333333,0.177083,0.008748,0.156250,0.216787
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,disturbance_recovery,4,96,0.593750,0.729167,0.191032,0.646848,0.091080,0.583333,0.125000,0.104167,0.007402,0.052083,0.157104
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,disturbance_recovery,5,96,0.500000,0.645833,0.104042,0.630807,0.091080,0.687500,0.177083,0.125000,0.008748,0.145833,0.168034
per_morphology_calibrated_predictor,nominal_morphology,arm_gripper,disturbance_recovery,6,96,0.541667,0.729167,0.137625,0.641640,0.091080,0.656250,0.177083,0.083333,0.005720,0.104167,0.164149
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,tight_turn_navigation,0,96,0.520833,0.708333,0.125731,0.579334,0.130448,0.708333,0.166667,0.125000,0.010460,0.135417,0.159433
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,tight_turn_navigation,1,96,0.541667,0.791667,0.137457,0.588084,0.130448,0.666667,0.197917,0.093750,0.008218,0.125000,0.164253
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,tight_turn_navigation,2,96,0.468750,0.708333,0.069463,0.574126,0.130448,0.697917,0.166667,0.125000,0.011580,0.197917,0.160454
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,tight_turn_navigation,3,96,0.666667,0.791667,0.264587,0.600584,0.130448,0.729167,0.093750,0.072917,0.007845,0.062500,0.137122
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,tight_turn_navigation,4,96,0.583333,0.750000,0.189673,0.588917,0.130448,0.666667,0.145833,0.177083,0.011580,0.145833,0.164364
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,tight_turn_navigation,5,96,0.541667,0.750000,0.149710,0.584751,0.130448,0.614583,0.187500,0.104167,0.008965,0.114583,0.171156
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,tight_turn_navigation,6,96,0.614583,0.770833,0.219570,0.593709,0.130448,0.666667,0.093750,0.125000,0.008592,0.062500,0.146175
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,payload_transport,0,96,0.531250,0.708333,0.137609,0.580376,0.130448,0.604167,0.177083,0.166667,0.010684,0.145833,0.183369
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,payload_transport,1,96,0.531250,0.635417,0.127245,0.574542,0.130448,0.635417,0.156250,0.072917,0.009305,0.145833,0.167119
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,payload_transport,2,96,0.614583,0.750000,0.226370,0.592042,0.130448,0.645833,0.177083,0.187500,0.007927,0.062500,0.182854
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,payload_transport,3,96,0.583333,0.781250,0.184051,0.591417,0.130448,0.635417,0.208333,0.156250,0.012062,0.156250,0.181033
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,payload_transport,4,96,0.541667,0.729167,0.138717,0.583084,0.130448,0.572917,0.197917,0.218750,0.007927,0.083333,0.198256
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,payload_transport,5,96,0.500000,0.687500,0.097138,0.575584,0.130448,0.677083,0.177083,0.052083,0.009305,0.166667,0.165623
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,payload_transport,6,96,0.541667,0.697917,0.154027,0.580584,0.130448,0.645833,0.177083,0.166667,0.007582,0.114583,0.185239
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,gap_or_step_crossing,0,96,0.489583,0.645833,0.094054,0.571209,0.130448,0.666667,0.208333,0.145833,0.009207,0.135417,0.181303
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,gap_or_step_crossing,1,96,0.541667,0.739583,0.147263,0.583917,0.130448,0.656250,0.197917,0.135417,0.008839,0.135417,0.180771
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,gap_or_step_crossing,2,96,0.531250,0.718750,0.161560,0.581209,0.130448,0.666667,0.218750,0.072917,0.012522,0.166667,0.171402
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,gap_or_step_crossing,3,96,0.489583,0.697917,0.089934,0.575376,0.130448,0.729167,0.114583,0.156250,0.009576,0.135417,0.158548
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,gap_or_step_crossing,4,96,0.635417,0.708333,0.229861,0.590792,0.130448,0.552083,0.177083,0.114583,0.008839,0.104167,0.178151
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,gap_or_step_crossing,5,96,0.614583,0.750000,0.221701,0.592042,0.130448,0.572917,0.177083,0.177083,0.009944,0.114583,0.182070
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,gap_or_step_crossing,6,96,0.500000,0.645833,0.096291,0.572251,0.130448,0.635417,0.239583,0.145833,0.009207,0.166667,0.195740
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,precision_contact_manipulation,0,96,0.531250,0.708333,0.135486,0.580376,0.130448,0.645833,0.187500,0.083333,0.010533,0.114583,0.176217
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,precision_contact_manipulation,1,96,0.541667,0.718750,0.149546,0.582251,0.130448,0.656250,0.114583,0.104167,0.012964,0.197917,0.167407
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,precision_contact_manipulation,2,96,0.572917,0.750000,0.179600,0.587876,0.130448,0.666667,0.166667,0.114583,0.013369,0.145833,0.172342
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,precision_contact_manipulation,3,96,0.458333,0.593750,0.058117,0.563917,0.130448,0.614583,0.218750,0.114583,0.011748,0.156250,0.188291
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,precision_contact_manipulation,4,96,0.572917,0.729167,0.173670,0.586209,0.130448,0.604167,0.177083,0.177083,0.010128,0.125000,0.189978
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,precision_contact_manipulation,5,96,0.572917,0.739583,0.171514,0.587042,0.130448,0.604167,0.187500,0.104167,0.011748,0.114583,0.181052
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,precision_contact_manipulation,6,96,0.500000,0.635417,0.105527,0.571417,0.130448,0.708333,0.166667,0.093750,0.007697,0.072917,0.168824
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,disturbance_recovery,0,96,0.604167,0.750000,0.209280,0.591001,0.130448,0.645833,0.114583,0.135417,0.008813,0.062500,0.167536
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,disturbance_recovery,1,96,0.541667,0.760417,0.149741,0.585584,0.130448,0.656250,0.166667,0.166667,0.010576,0.135417,0.182952
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,disturbance_recovery,2,96,0.510417,0.656250,0.110278,0.574126,0.130448,0.625000,0.229167,0.156250,0.009518,0.156250,0.197264
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,disturbance_recovery,3,96,0.479167,0.625000,0.081223,0.568501,0.130448,0.500000,0.270833,0.187500,0.009166,0.156250,0.219453
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,disturbance_recovery,4,96,0.593750,0.770833,0.197737,0.591626,0.130448,0.666667,0.135417,0.072917,0.011281,0.156250,0.164073
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,disturbance_recovery,5,96,0.614583,0.770833,0.227511,0.593709,0.130448,0.552083,0.125000,0.125000,0.005288,0.072917,0.180779
per_morphology_calibrated_predictor,nominal_morphology,aerial_manipulator,disturbance_recovery,6,96,0.531250,0.656250,0.134613,0.576209,0.130448,0.645833,0.187500,0.125000,0.010223,0.125000,0.181186
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,tight_turn_navigation,0,96,0.531250,0.656250,0.138125,0.573943,0.123196,0.697917,0.114583,0.062500,0.009815,0.125000,0.138601
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,tight_turn_navigation,1,96,0.479167,0.635417,0.088565,0.567068,0.123196,0.677083,0.197917,0.083333,0.007270,0.093750,0.159815
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,tight_turn_navigation,2,96,0.510417,0.718750,0.113093,0.576860,0.123196,0.656250,0.187500,0.145833,0.010906,0.156250,0.165711
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,tight_turn_navigation,3,96,0.562500,0.718750,0.163336,0.582068,0.123196,0.729167,0.125000,0.062500,0.010179,0.166667,0.142783
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,tight_turn_navigation,4,96,0.541667,0.677083,0.144282,0.576651,0.123196,0.666667,0.156250,0.093750,0.007634,0.062500,0.152968
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,tight_turn_navigation,5,96,0.510417,0.604167,0.117021,0.567693,0.123196,0.635417,0.177083,0.093750,0.011996,0.177083,0.162115
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,tight_turn_navigation,6,96,0.468750,0.635417,0.076718,0.566026,0.123196,0.708333,0.156250,0.125000,0.010179,0.156250,0.153565
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,payload_transport,0,96,0.541667,0.666667,0.149979,0.575818,0.123196,0.635417,0.135417,0.031250,0.009034,0.166667,0.150443
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,payload_transport,1,96,0.500000,0.718750,0.100809,0.575818,0.123196,0.718750,0.083333,0.125000,0.007361,0.083333,0.142475
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,payload_transport,2,96,0.583333,0.770833,0.189601,0.588318,0.123196,0.604167,0.187500,0.072917,0.006357,0.104167,0.165908
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,payload_transport,3,96,0.395833,0.593750,0.000686,0.555401,0.123196,0.666667,0.218750,0.166667,0.010038,0.197917,0.179695
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,payload_transport,4,96,0.489583,0.708333,0.090718,0.573943,0.123196,0.708333,0.208333,0.093750,0.007361,0.093750,0.160392
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,payload_transport,5,96,0.614583,0.739583,0.223171,0.588943,0.123196,0.697917,0.125000,0.093750,0.009369,0.125000,0.147742
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,payload_transport,6,96,0.552083,0.729167,0.152380,0.581860,0.123196,0.645833,0.187500,0.093750,0.009369,0.145833,0.163320
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,gap_or_step_crossing,0,96,0.583333,0.770833,0.187766,0.588318,0.123196,0.614583,0.177083,0.072917,0.008956,0.114583,0.165235
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,gap_or_step_crossing,1,96,0.510417,0.677083,0.117944,0.573526,0.123196,0.687500,0.166667,0.104167,0.008240,0.093750,0.157947
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,gap_or_step_crossing,2,96,0.531250,0.625000,0.142274,0.571443,0.123196,0.656250,0.166667,0.093750,0.010748,0.156250,0.164684
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,gap_or_step_crossing,3,96,0.583333,0.760417,0.200692,0.587485,0.123196,0.583333,0.187500,0.166667,0.008240,0.104167,0.178532
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,gap_or_step_crossing,4,96,0.510417,0.729167,0.116062,0.577693,0.123196,0.656250,0.156250,0.145833,0.009315,0.156250,0.168103
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,gap_or_step_crossing,5,96,0.500000,0.687500,0.108542,0.573318,0.123196,0.604167,0.177083,0.083333,0.008598,0.114583,0.167150
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,gap_or_step_crossing,6,96,0.572917,0.750000,0.183970,0.585610,0.123196,0.687500,0.166667,0.093750,0.009673,0.114583,0.159165
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,precision_contact_manipulation,0,96,0.500000,0.718750,0.110363,0.575818,0.123196,0.583333,0.208333,0.145833,0.008297,0.114583,0.185709
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,precision_contact_manipulation,1,96,0.468750,0.677083,0.070851,0.569360,0.123196,0.645833,0.177083,0.062500,0.010272,0.114583,0.164187
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,precision_contact_manipulation,2,96,0.531250,0.645833,0.138413,0.573110,0.123196,0.666667,0.135417,0.104167,0.011062,0.145833,0.163460
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,precision_contact_manipulation,3,96,0.447917,0.614583,0.062223,0.562276,0.123196,0.645833,0.218750,0.114583,0.012642,0.166667,0.177885
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,precision_contact_manipulation,4,96,0.583333,0.802083,0.191454,0.590818,0.123196,0.604167,0.156250,0.156250,0.011062,0.125000,0.177192
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,precision_contact_manipulation,5,96,0.614583,0.812500,0.220608,0.594776,0.123196,0.677083,0.156250,0.125000,0.009877,0.083333,0.162540
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,precision_contact_manipulation,6,96,0.510417,0.708333,0.111631,0.576026,0.123196,0.677083,0.166667,0.166667,0.010272,0.114583,0.174441
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,disturbance_recovery,0,96,0.520833,0.718750,0.125370,0.577901,0.123196,0.677083,0.135417,0.114583,0.009247,0.145833,0.168883
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,disturbance_recovery,1,96,0.500000,0.697917,0.107693,0.574151,0.123196,0.625000,0.187500,0.166667,0.008220,0.135417,0.191285
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,disturbance_recovery,2,96,0.541667,0.708333,0.150268,0.579151,0.123196,0.750000,0.125000,0.114583,0.007877,0.135417,0.165539
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,disturbance_recovery,3,96,0.541667,0.687500,0.151625,0.577485,0.123196,0.625000,0.187500,0.135417,0.009589,0.135417,0.184146
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,disturbance_recovery,4,96,0.489583,0.666667,0.096713,0.570610,0.123196,0.614583,0.187500,0.104167,0.009589,0.135417,0.177251
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,disturbance_recovery,5,96,0.479167,0.645833,0.089202,0.567901,0.123196,0.572917,0.218750,0.114583,0.009589,0.156250,0.190652
per_morphology_calibrated_predictor,nominal_morphology,underwater_vehicle,disturbance_recovery,6,96,0.666667,0.781250,0.268397,0.597485,0.123196,0.708333,0.125000,0.156250,0.010274,0.125000,0.166318
per_morphology_calibrated_predictor,payload_shift,differential_drive,tight_turn_navigation,0,96,0.541667,0.708333,0.161674,0.623763,0.122244,0.666667,0.135417,0.093750,0.009382,0.062500,0.166617
per_morphology_calibrated_predictor,payload_shift,differential_drive,tight_turn_navigation,1,96,0.531250,0.729167,0.143921,0.624388,0.122244,0.625000,0.166667,0.114583,0.010464,0.156250,0.183579
per_morphology_calibrated_predictor,payload_shift,differential_drive,tight_turn_navigation,2,96,0.489583,0.625000,0.115915,0.611888,0.122244,0.656250,0.187500,0.052083,0.010464,0.166667,0.177531
per_morphology_calibrated_predictor,payload_shift,differential_drive,tight_turn_navigation,3,96,0.552083,0.739583,0.168084,0.627305,0.122244,0.635417,0.125000,0.083333,0.011547,0.145833,0.169848
per_morphology_calibrated_predictor,payload_shift,differential_drive,tight_turn_navigation,4,96,0.500000,0.687500,0.112483,0.617930,0.122244,0.625000,0.270833,0.093750,0.009382,0.145833,0.196681
per_morphology_calibrated_predictor,payload_shift,differential_drive,tight_turn_navigation,5,96,0.468750,0.666667,0.086012,0.613138,0.122244,0.593750,0.250000,0.093750,0.010464,0.166667,0.197841
per_morphology_calibrated_predictor,payload_shift,differential_drive,tight_turn_navigation,6,96,0.395833,0.645833,0.012249,0.604180,0.122244,0.656250,0.218750,0.062500,0.008299,0.145833,0.184208
per_morphology_calibrated_predictor,payload_shift,differential_drive,payload_transport,0,96,0.520833,0.697917,0.142495,0.620847,0.122244,0.458333,0.260417,0.072917,0.008298,0.125000,0.217651
per_morphology_calibrated_predictor,payload_shift,differential_drive,payload_transport,1,96,0.489583,0.687500,0.111555,0.616888,0.122244,0.708333,0.177083,0.104167,0.008298,0.104167,0.183170
per_morphology_calibrated_predictor,payload_shift,differential_drive,payload_transport,2,96,0.572917,0.739583,0.189405,0.629388,0.122244,0.645833,0.187500,0.104167,0.008298,0.093750,0.188870
per_morphology_calibrated_predictor,payload_shift,differential_drive,payload_transport,3,96,0.479167,0.635417,0.103927,0.611680,0.122244,0.666667,0.208333,0.114583,0.008962,0.093750,0.191943
per_morphology_calibrated_predictor,payload_shift,differential_drive,payload_transport,4,96,0.531250,0.708333,0.151479,0.622722,0.122244,0.625000,0.166667,0.114583,0.010953,0.145833,0.184594
per_morphology_calibrated_predictor,payload_shift,differential_drive,payload_transport,5,96,0.552083,0.656250,0.171629,0.620638,0.122244,0.666667,0.125000,0.083333,0.010289,0.104167,0.173296
per_morphology_calibrated_predictor,payload_shift,differential_drive,payload_transport,6,96,0.510417,0.697917,0.136584,0.619805,0.122244,0.625000,0.208333,0.125000,0.006970,0.062500,0.196532
per_morphology_calibrated_predictor,payload_shift,differential_drive,gap_or_step_crossing,0,96,0.416667,0.656250,0.036777,0.607097,0.122244,0.572917,0.270833,0.125000,0.010312,0.135417,0.217364
per_morphology_calibrated_predictor,payload_shift,differential_drive,gap_or_step_crossing,1,96,0.562500,0.708333,0.180013,0.625847,0.122244,0.562500,0.197917,0.093750,0.011023,0.166667,0.200388
per_morphology_calibrated_predictor,payload_shift,differential_drive,gap_or_step_crossing,2,96,0.531250,0.687500,0.156670,0.621055,0.122244,0.625000,0.208333,0.083333,0.010312,0.125000,0.194823
per_morphology_calibrated_predictor,payload_shift,differential_drive,gap_or_step_crossing,3,96,0.447917,0.645833,0.066011,0.609388,0.122244,0.593750,0.218750,0.125000,0.008534,0.104167,0.209496
per_morphology_calibrated_predictor,payload_shift,differential_drive,gap_or_step_crossing,4,96,0.468750,0.770833,0.090307,0.621472,0.122244,0.614583,0.197917,0.104167,0.009245,0.093750,0.198884
per_morphology_calibrated_predictor,payload_shift,differential_drive,gap_or_step_crossing,5,96,0.572917,0.687500,0.198858,0.625222,0.122244,0.625000,0.177083,0.093750,0.012445,0.104167,0.183836
per_morphology_calibrated_predictor,payload_shift,differential_drive,gap_or_step_crossing,6,96,0.552083,0.697917,0.177071,0.623972,0.122244,0.666667,0.156250,0.062500,0.007467,0.052083,0.178637
per_morphology_calibrated_predictor,payload_shift,differential_drive,precision_contact_manipulation,0,96,0.541667,0.687500,0.150069,0.622097,0.122244,0.625000,0.218750,0.083333,0.012164,0.104167,0.192357
per_morphology_calibrated_predictor,payload_shift,differential_drive,precision_contact_manipulation,1,96,0.520833,0.677083,0.147988,0.619180,0.122244,0.635417,0.208333,0.072917,0.014126,0.135417,0.182970
per_morphology_calibrated_predictor,payload_shift,differential_drive,precision_contact_manipulation,2,96,0.468750,0.645833,0.098459,0.611472,0.122244,0.697917,0.166667,0.093750,0.012949,0.156250,0.184715
per_morphology_calibrated_predictor,payload_shift,differential_drive,precision_contact_manipulation,3,96,0.468750,0.687500,0.094108,0.614805,0.122244,0.552083,0.250000,0.104167,0.010987,0.114583,0.208757
per_morphology_calibrated_predictor,payload_shift,differential_drive,precision_contact_manipulation,4,96,0.531250,0.708333,0.148326,0.622722,0.122244,0.625000,0.145833,0.072917,0.010202,0.135417,0.186297
per_morphology_calibrated_predictor,payload_shift,differential_drive,precision_contact_manipulation,5,96,0.427083,0.531250,0.046395,0.598138,0.122244,0.614583,0.197917,0.093750,0.013342,0.166667,0.192106
per_morphology_calibrated_predictor,payload_shift,differential_drive,precision_contact_manipulation,6,96,0.531250,0.645833,0.150080,0.617722,0.122244,0.718750,0.156250,0.041667,0.011380,0.104167,0.165153
per_morphology_calibrated_predictor,payload_shift,differential_drive,disturbance_recovery,0,96,0.562500,0.635417,0.184925,0.620013,0.122244,0.604167,0.166667,0.083333,0.009854,0.052083,0.188597
per_morphology_calibrated_predictor,payload_shift,differential_drive,disturbance_recovery,1,96,0.458333,0.666667,0.081937,0.612097,0.122244,0.593750,0.250000,0.104167,0.007815,0.114583,0.213204
per_morphology_calibrated_predictor,payload_shift,differential_drive,disturbance_recovery,2,96,0.447917,0.666667,0.076250,0.611055,0.122244,0.604167,0.229167,0.125000,0.010874,0.104167,0.206257
per_morphology_calibrated_predictor,payload_shift,differential_drive,disturbance_recovery,3,96,0.572917,0.708333,0.192606,0.626888,0.122244,0.562500,0.250000,0.125000,0.008495,0.083333,0.215002
per_morphology_calibrated_predictor,payload_shift,differential_drive,disturbance_recovery,4,96,0.583333,0.791667,0.209472,0.634597,0.122244,0.541667,0.197917,0.062500,0.008155,0.083333,0.200548
per_morphology_calibrated_predictor,payload_shift,differential_drive,disturbance_recovery,5,96,0.510417,0.708333,0.125419,0.620638,0.122244,0.500000,0.250000,0.093750,0.009514,0.093750,0.210648
per_morphology_calibrated_predictor,payload_shift,differential_drive,disturbance_recovery,6,96,0.489583,0.666667,0.114967,0.615222,0.122244,0.677083,0.145833,0.093750,0.009854,0.062500,0.178928
per_morphology_calibrated_predictor,payload_shift,quadruped,tight_turn_navigation,0,96,0.458333,0.666667,0.084935,0.597439,0.131568,0.593750,0.260417,0.125000,0.011277,0.177083,0.209056
per_morphology_calibrated_predictor,payload_shift,quadruped,tight_turn_navigation,1,96,0.520833,0.750000,0.140334,0.610355,0.131568,0.614583,0.187500,0.093750,0.012405,0.135417,0.185736
per_morphology_calibrated_predictor,payload_shift,quadruped,tight_turn_navigation,2,96,0.458333,0.645833,0.082836,0.595772,0.131568,0.625000,0.229167,0.114583,0.010901,0.177083,0.201945
per_morphology_calibrated_predictor,payload_shift,quadruped,tight_turn_navigation,3,96,0.437500,0.645833,0.063937,0.593689,0.131568,0.677083,0.187500,0.093750,0.011653,0.156250,0.183099
