split,morphology,task,method,dominant_failure_accuracy,top2_failure_recall,calibration_error,early_warning_lead_time,cross_morphology_generalization_gap,morphology_shift_detection,failure_family_f1,task_success,dominant_failure_rate,safety_violation_rate,intervention_cost,unnecessary_intervention_rate,planning_regret_to_oracle,robust_utility
combined_failure_stress,aerial_manipulator,cluttered_tool_use,constraint_aware_mpc,0.3375,0.525,0.17827666686243848,0.546375,0.23388000000000003,0.4598519240140537,0.2252222222222222,0.6125,0.2625,0.075,0.028293622500000004,0.0,0.27122688464847183,0.12931845455444893
combined_failure_stress,aerial_manipulator,cluttered_tool_use,cost_calibrated_failure_predictive_morphology_v5,0.675,0.7625,0.18726959526187759,0.745542,0.12412400000000001,0.773551524042728,0.5436230158730159,0.5375,0.1875,0.125,0.029846536499999996,0.0,0.23946928982038593,0.06713069187985987
combined_failure_stress,aerial_manipulator,cluttered_tool_use,domain_randomized_policy_selector,0.3375,0.525,0.1417189138911363,0.5247430000000001,0.22593600000000003,0.5069085377282633,0.23334920634920636,0.4875,0.275,0.2,0.020058472500000004,0.0,0.3173565102512428,-0.2018659223701076
combined_failure_stress,aerial_manipulator,cluttered_tool_use,failure_predictive_morphology_v4,0.6,0.7625,0.15623476328518573,0.6830800000000001,0.14079999999999998,0.6798872253568446,0.49608201058201057,0.5,0.225,0.1625,0.042916896,0.0,0.2707396277034897,-0.06882235008534927
combined_failure_stress,aerial_manipulator,cluttered_tool_use,generic_failure_classifier,0.025,0.175,0.09003033873022531,0.26169,0.37672000000000005,0.1974227282068826,0.015476190476190475,0.2875,0.7,0.325,0.012164493,0.0,0.4936650461048267,-0.9005394638391525
combined_failure_stress,aerial_manipulator,cluttered_tool_use,meta_adaptive_mpc,0.45,0.625,0.1505861562519026,0.490612,0.17002400000000004,0.6606329240140538,0.2914603174603175,0.6375,0.2125,0.075,0.030846519000000003,0.0,0.2276516490880718,0.21716726940969788
combined_failure_stress,aerial_manipulator,cluttered_tool_use,morphology_failure_transformer_prior,0.625,0.7375,0.21267921103629087,0.6757780000000001,0.15125600000000003,0.7098994082081356,0.4924308390022676,0.4625,0.2,0.2,0.032187672,0.0,0.28519538474268535,-0.12684524879525375
combined_failure_stress,aerial_manipulator,cluttered_tool_use,online_system_identification,0.55,0.7125,0.1659038017517684,0.46987600000000007,0.14951199999999998,0.7299922110505006,0.401989898989899,0.6375,0.1375,0.1125,0.036752297999999996,0.0,0.20417548477292521,0.22741362655895236
combined_failure_stress,aerial_manipulator,cluttered_tool_use,oracle_failure_family_controller,1.0,1.0,0.13775731226615626,1.0,0.07071600000000001,0.999315484888549,1.0,0.8375,0.0,0.075,0.011858616,0.0,0.04485599959602072,0.7070144230827855
combined_failure_stress,aerial_manipulator,cluttered_tool_use,per_morphology_calibrated_predictor,0.325,0.525,0.11069046007422251,0.48566600000000004,0.217872,0.4822481034127978,0.21015873015873016,0.3625,0.375,0.2375,0.013799758500000002,0.0,0.39150886314951766,-0.4531428155262329
combined_failure_stress,aerial_manipulator,cluttered_tool_use,retrieval_failure_memory,0.4625,0.65,0.13518871967455914,0.6317050000000001,0.2078,0.5758770325519,0.3319365079365079,0.5625,0.25,0.2,0.044610984000000006,0.0,0.28509493778182415,-0.07762208655969476
combined_failure_stress,aerial_manipulator,cluttered_tool_use,risk_aware_intervention_policy,0.55,0.625,0.19549139221128708,0.54166,0.20381999999999997,0.7562240247682658,0.4592142857142857,0.5125,0.2125,0.1125,0.04411687500000001,0.0,0.250604370506911,0.01845988457841308
combined_failure_stress,aerial_manipulator,disturbance_recovery,bayesian_morphology_belief,0.575,0.7375,0.13733443427869962,0.624542,0.154584,0.8446097854965842,0.3972936507936508,0.5,0.225,0.15,0.025488199799999996,0.0,0.27358561016169225,-0.06459926409013225
combined_failure_stress,aerial_manipulator,disturbance_recovery,conformal_risk_shield,0.2375,0.4,0.14161167637291333,0.459215,0.2738,0.6218852003297467,0.15526984126984125,0.525,0.3875,0.05,0.0488896464,0.0,0.3123396710846815,-0.06440561643565458
combined_failure_stress,aerial_manipulator,disturbance_recovery,constraint_aware_mpc,0.3375,0.525,0.1777046593358972,0.546375,0.23388000000000003,0.4598519240140537,0.2292403628117914,0.6125,0.2625,0.075,0.024913277999999997,0.0,0.26672446945161843,0.1337874042219705
combined_failure_stress,aerial_manipulator,disturbance_recovery,cost_calibrated_failure_predictive_morphology_v5,0.675,0.7625,0.1870291784650339,0.745542,0.12412400000000001,0.773551524042728,0.5066706349206349,0.5125,0.1875,0.125,0.025126211999999995,0.0,0.2409033215415325,0.037187435850655155
combined_failure_stress,aerial_manipulator,disturbance_recovery,domain_randomized_policy_selector,0.3375,0.525,0.1417567001023965,0.5247430000000001,0.22593600000000003,0.5069085377282633,0.19812698412698412,0.4875,0.275,0.2,0.017567054999999998,0.0,0.3129284912131894,-0.19777995904787438
combined_failure_stress,aerial_manipulator,disturbance_recovery,failure_predictive_morphology_v4,0.6,0.7625,0.15560014257330798,0.6830800000000001,0.14079999999999998,0.6798872253568446,0.4559007936507936,0.5125,0.225,0.1625,0.036411714,0.0,0.26832804197663623,-0.05194665042751398
combined_failure_stress,aerial_manipulator,disturbance_recovery,generic_failure_classifier,0.025,0.175,0.09003033873022531,0.26169,0.37672000000000005,0.1974227282068826,0.016666666666666666,0.3125,0.6875,0.325,0.010007897999999998,0.0,0.4851574864107733,-0.8537221069054083
combined_failure_stress,aerial_manipulator,disturbance_recovery,meta_adaptive_mpc,0.45,0.625,0.1502653876745309,0.490612,0.17002400000000004,0.6606329240140538,0.3051666666666667,0.6375,0.2125,0.0875,0.026446402799999994,0.0,0.22578484981673838,0.20471478308762206
combined_failure_stress,aerial_manipulator,disturbance_recovery,morphology_failure_transformer_prior,0.625,0.7375,0.21227751664953864,0.6757780000000001,0.15125600000000003,0.7098994082081356,0.4435648148148148,0.4625,0.1875,0.2125,0.027596246399999993,0.0,0.28204774851199194,-0.13470428975655627
combined_failure_stress,aerial_manipulator,disturbance_recovery,online_system_identification,0.55,0.7125,0.16584842585649887,0.46987600000000007,0.14951199999999998,0.7299922110505006,0.3811600529100529,0.65,0.15,0.1,0.0317484594,0.0,0.20216938863503178,0.24919462122547778
combined_failure_stress,aerial_manipulator,disturbance_recovery,oracle_failure_family_controller,1.0,1.0,0.13775731226615626,1.0,0.07071600000000001,0.999315484888549,1.0,0.85,0.0,0.0625,0.010731873599999997,0.0,0.03910895325284095,0.7396693896030113
combined_failure_stress,aerial_manipulator,disturbance_recovery,per_morphology_calibrated_predictor,0.3375,0.5375,0.12333499442789383,0.48779100000000003,0.217872,0.4822481034127978,0.24391269841269841,0.35,0.3625,0.2375,0.012488579099999998,0.0,0.38595314733610425,-0.45714883014850455
combined_failure_stress,aerial_manipulator,disturbance_recovery,retrieval_failure_memory,0.4625,0.65,0.13493362942563938,0.6317050000000001,0.2078,0.5758770325519,0.27715007215007215,0.5625,0.2625,0.2375,0.0386901078,0.0,0.2889697399264907,-0.12884312620344526
combined_failure_stress,aerial_manipulator,disturbance_recovery,risk_aware_intervention_policy,0.55,0.625,0.19519722449537774,0.54166,0.20381999999999997,0.7562240247682658,0.3815449735449735,0.5125,0.2125,0.1125,0.0375296175,0.0,0.24724655315285754,0.02365261989655395
combined_failure_stress,aerial_manipulator,gap_or_step_crossing,bayesian_morphology_belief,0.575,0.7375,0.13783777793308533,0.624542,0.154584,0.8446097854965842,0.44341269841269837,0.525,0.2,0.1375,0.027074420100000003,0.0,0.2552312650622842,0.007970691591618256
combined_failure_stress,aerial_manipulator,gap_or_step_crossing,conformal_risk_shield,0.2375,0.4,0.1413145145628673,0.459215,0.2738,0.6218852003297467,0.15653628117913831,0.5,0.4,0.025,0.04879346040000001,0.0,0.30493237460655354,-0.07486328025194716
combined_failure_stress,aerial_manipulator,gap_or_step_crossing,constraint_aware_mpc,0.3375,0.525,0.17825574784946835,0.546375,0.23388000000000003,0.4598519240140537,0.25396825396825395,0.625,0.25,0.075,0.023636398500000003,0.0,0.25615327193709037,0.16413035188361996
combined_failure_stress,aerial_manipulator,gap_or_step_crossing,cost_calibrated_failure_predictive_morphology_v5,0.7,0.7875,0.20544057336590826,0.7497920000000001,0.12412400000000001,0.773551524042728,0.5827301587301588,0.5625,0.1625,0.125,0.0253554093,0.0,0.22144949227092448,0.12065615532338239
combined_failure_stress,aerial_manipulator,gap_or_step_crossing,domain_randomized_policy_selector,0.3375,0.525,0.1417598679875113,0.5247430000000001,0.22593600000000003,0.5069085377282633,0.22954761904761906,0.4875,0.275,0.2,0.017575783500000004,0.0,0.30394817500386134,-0.19163826411777182
combined_failure_stress,aerial_manipulator,gap_or_step_crossing,failure_predictive_morphology_v4,0.6,0.7625,0.15604824119245622,0.6830800000000001,0.14079999999999998,0.6798872253568446,0.48740873015873015,0.525,0.2125,0.15,0.036848539199999995,0.0,0.25480092691178824,-0.010459243095824643
combined_failure_stress,aerial_manipulator,gap_or_step_crossing,generic_failure_classifier,0.025,0.175,0.09003033873022531,0.26169,0.37672000000000005,0.1974227282068826,0.014666666666666666,0.3125,0.6875,0.3,0.010358142,0.0,0.4722782002046453,-0.8274997158073557
combined_failure_stress,aerial_manipulator,gap_or_step_crossing,meta_adaptive_mpc,0.45,0.625,0.15071287482473392,0.490612,0.17002400000000004,0.6606329240140538,0.3246825396825397,0.65,0.2,0.0625,0.025851277800000003,0.0,0.21311707337701039,0.2676414177845908
combined_failure_stress,aerial_manipulator,gap_or_step_crossing,morphology_failure_transformer_prior,0.625,0.7375,0.21240038993660804,0.6757780000000001,0.15125600000000003,0.7098994082081356,0.5055833333333333,0.475,0.1875,0.1625,0.027768636000000003,0.0,0.26637265925850395,-0.06012538678606883
combined_failure_stress,aerial_manipulator,gap_or_step_crossing,online_system_identification,0.55,0.7125,0.16583198933793336,0.46987600000000007,0.14951199999999998,0.7299922110505006,0.43976190476190474,0.6625,0.125,0.1,0.032859552599999994,0.0,0.18819182145535346,0.2909789263112526
combined_failure_stress,aerial_manipulator,gap_or_step_crossing,oracle_failure_family_controller,1.0,1.0,0.13775731226615626,1.0,0.07071600000000001,0.999315484888549,1.0,0.8375,0.0,0.0625,0.009917370000000002,0.0,0.03536937033983352,0.7301536242621165
combined_failure_stress,aerial_manipulator,gap_or_step_crossing,per_morphology_calibrated_predictor,0.3375,0.5375,0.12316574522715655,0.48779100000000003,0.217872,0.4822481034127978,0.23195238095238094,0.3875,0.3625,0.2,0.012925638900000001,0.0,0.3683390018054962,-0.37369085162190174
combined_failure_stress,aerial_manipulator,gap_or_step_crossing,retrieval_failure_memory,0.4625,0.65,0.13513070441674874,0.6317050000000001,0.2078,0.5758770325519,0.37004761904761907,0.55,0.25,0.1875,0.037432562100000004,0.0,0.2758910738166827,-0.07146940601597958
combined_failure_stress,aerial_manipulator,gap_or_step_crossing,risk_aware_intervention_policy,0.55,0.625,0.1954561219884854,0.54166,0.20381999999999997,0.7562240247682658,0.4381111111111111,0.5375,0.2125,0.0875,0.036363690000000004,0.0,0.23617347311712952,0.0880556605978744
combined_failure_stress,aerial_manipulator,payload_transport,bayesian_morphology_belief,0.575,0.7375,0.13741238048997467,0.624542,0.154584,0.8446097854965842,0.39601984126984124,0.5125,0.2125,0.1625,0.0250421976,0.0,0.2629331550556479,-0.044305423324433844
combined_failure_stress,aerial_manipulator,payload_transport,conformal_risk_shield,0.2375,0.4,0.1413013211976987,0.459215,0.2738,0.6218852003297467,0.16739285714285715,0.5375,0.375,0.05,0.046318651200000005,0.0,0.30069256931943716,-0.03284693280028315
combined_failure_stress,aerial_manipulator,payload_transport,constraint_aware_mpc,0.3375,0.525,0.177833477382527,0.546375,0.23388000000000003,0.4598519240140537,0.22555555555555554,0.625,0.25,0.0875,0.022437558,0.0,0.25768489059125405,0.14787308420587264
combined_failure_stress,aerial_manipulator,payload_transport,cost_calibrated_failure_predictive_morphology_v5,0.6875,0.775,0.192573357349692,0.7476670000000001,0.12412400000000001,0.773551524042728,0.4835304232804233,0.5375,0.175,0.1125,0.023452216799999998,0.0,0.22673963941628816,0.09844030579988476
combined_failure_stress,aerial_manipulator,payload_transport,domain_randomized_policy_selector,0.3375,0.525,0.14170332989912252,0.5247430000000001,0.22593600000000003,0.5069085377282633,0.20632972582972584,0.5125,0.2625,0.2,0.017259660000000003,0.0,0.299550209202825,-0.15320588461247978
combined_failure_stress,aerial_manipulator,payload_transport,failure_predictive_morphology_v4,0.6,0.7625,0.15566953371261377,0.6830800000000001,0.14079999999999998,0.6798872253568446,0.4625616883116883,0.5375,0.2125,0.1625,0.034184587200000005,0.0,0.2555391015003519,-0.013065218007362617
combined_failure_stress,aerial_manipulator,payload_transport,generic_failure_classifier,0.025,0.175,0.09003033873022531,0.26169,0.37672000000000005,0.1974227282068826,0.012166666666666666,0.325,0.6625,0.3125,0.009832776,0.0,0.4691772728116089,-0.8085557600935899
combined_failure_stress,aerial_manipulator,payload_transport,meta_adaptive_mpc,0.45,0.625,0.15035365038412654,0.490612,0.17002400000000004,0.6606329240140538,0.3150595238095238,0.6375,0.2125,0.075,0.0238183308,0.0,0.21817953741757404,0.22685777190041426
combined_failure_stress,aerial_manipulator,payload_transport,morphology_failure_transformer_prior,0.625,0.7375,0.21218200568330872,0.6757780000000001,0.15125600000000003,0.7098994082081356,0.4400595238095238,0.5125,0.175,0.1875,0.0271133568,0.0,0.26313886024338756,-0.03609767389703974
combined_failure_stress,aerial_manipulator,payload_transport,online_system_identification,0.55,0.7125,0.16567082420359155,0.46987600000000007,0.14951199999999998,0.7299922110505006,0.3486746031746032,0.6625,0.125,0.1125,0.0311929128,0.0,0.18978147284159316,0.2805019699191028
combined_failure_stress,aerial_manipulator,payload_transport,oracle_failure_family_controller,1.0,1.0,0.13775731226615626,1.0,0.07071600000000001,0.999315484888549,1.0,0.8375,0.0,0.0625,0.0097909344,0.0,0.035635949137593145,0.7300239151236848
combined_failure_stress,aerial_manipulator,payload_transport,per_morphology_calibrated_predictor,0.3375,0.5375,0.12372081538912855,0.48779100000000003,0.217872,0.4822481034127978,0.19985317460317462,0.3875,0.3625,0.2,0.0122700492,0.0,0.3682153633991799,-0.3671224493763931
combined_failure_stress,aerial_manipulator,payload_transport,retrieval_failure_memory,0.475,0.6625,0.1477885975952064,0.63383,0.2078,0.5758770325519,0.30034126984126985,0.5625,0.2375,0.1875,0.037186722000000005,0.0,0.2694333966606064,-0.03816085115586071
combined_failure_stress,aerial_manipulator,payload_transport,risk_aware_intervention_policy,0.55,0.625,0.1952022682298539,0.54166,0.20381999999999997,0.7562240247682658,0.40521825396825395,0.575,0.1875,0.1,0.03530385,0.0,0.22925369129849318,0.13516978521264775
combined_failure_stress,aerial_manipulator,precision_contact_manipulation,bayesian_morphology_belief,0.575,0.7375,0.13693803747073433,0.624542,0.154584,0.8446097854965842,0.45074206349206347,0.4875,0.225,0.1625,0.0307085121,0.0,0.27396259647181853,-0.08948772126602499
combined_failure_stress,aerial_manipulator,precision_contact_manipulation,conformal_risk_shield,0.2375,0.4,0.14177486015488724,0.459215,0.2738,0.6218852003297467,0.1917142857142857,0.5,0.4125,0.05,0.053618037,0.0,0.32002989179032776,-0.1167875708224401
combined_failure_stress,aerial_manipulator,precision_contact_manipulation,constraint_aware_mpc,0.3375,0.525,0.17765916193361125,0.546375,0.23388000000000003,0.4598519240140537,0.22268253968253968,0.6125,0.2625,0.0875,0.027819558000000005,0.0,0.27001164800862465,0.11456668443931706
combined_failure_stress,aerial_manipulator,precision_contact_manipulation,cost_calibrated_failure_predictive_morphology_v5,0.6875,0.775,0.19899645039821934,0.7476670000000001,0.12412400000000001,0.773551524042728,0.595,0.5375,0.175,0.125,0.0294601986,0.0,0.2343572871695788,0.080788017873975
combined_failure_stress,aerial_manipulator,precision_contact_manipulation,domain_randomized_policy_selector,0.3375,0.525,0.141573779554665,0.5247430000000001,0.22593600000000003,0.5069085377282633,0.2249920634920635,0.5,0.2625,0.2,0.020924112,0.0,0.31040285467899564,-0.17494086261337907
combined_failure_stress,aerial_manipulator,precision_contact_manipulation,failure_predictive_morphology_v4,0.6,0.7625,0.15524725273207055,0.6830800000000001,0.14079999999999998,0.6798872253568446,0.449015873015873,0.5125,0.2125,0.1875,0.0415628952,0.0,0.26967591492292253,-0.08192803991562182
combined_failure_stress,aerial_manipulator,precision_contact_manipulation,generic_failure_classifier,0.025,0.175,0.09003033873022531,0.26169,0.37672000000000005,0.1974227282068826,0.01111111111111111,0.3125,0.6875,0.3125,0.0122929158,0.0,0.48429135024009956,-0.8435996000753324
combined_failure_stress,aerial_manipulator,precision_contact_manipulation,meta_adaptive_mpc,0.45,0.625,0.15027173996951113,0.490612,0.17002400000000004,0.6606329240140538,0.2977222222222222,0.6375,0.2125,0.075,0.031172171399999997,0.0,0.22393735006558468,0.2196856241675774
combined_failure_stress,aerial_manipulator,precision_contact_manipulation,morphology_failure_transformer_prior,0.625,0.7375,0.21218561886709303,0.6757780000000001,0.15125600000000003,0.7098994082081356,0.5273015873015873,0.4625,0.1875,0.2,0.030815510400000003,0.0,0.28154014147859824,-0.11962495160523255
combined_failure_stress,aerial_manipulator,precision_contact_manipulation,online_system_identification,0.55,0.7125,0.16551872128777328,0.46987600000000007,0.14951199999999998,0.7299922110505006,0.4338690476190476,0.6625,0.125,0.125,0.0371402988,0.0,0.19834705931139807,0.2564091888214226
combined_failure_stress,aerial_manipulator,precision_contact_manipulation,oracle_failure_family_controller,1.0,1.0,0.13775731226615626,1.0,0.07071600000000001,0.999315484888549,1.0,0.825,0.0,0.0625,0.0115558164,0.0,0.04239289324293522,0.7119998573499453
combined_failure_stress,aerial_manipulator,precision_contact_manipulation,per_morphology_calibrated_predictor,0.325,0.525,0.11082459247334421,0.48566600000000004,0.217872,0.4822481034127978,0.19839342403628119,0.3625,0.375,0.2,0.0139454451,0.0,0.38251317809151053,-0.4122742370687726
combined_failure_stress,aerial_manipulator,precision_contact_manipulation,retrieval_failure_memory,0.475,0.6625,0.1473458047926873,0.63383,0.2078,0.5758770325519,0.32760997732426306,0.5,0.2875,0.2125,0.044142743100000006,0.0,0.295382433307817,-0.1926474475126311
combined_failure_stress,aerial_manipulator,precision_contact_manipulation,risk_aware_intervention_policy,0.55,0.625,0.1948852227761662,0.54166,0.20381999999999997,0.7562240247682658,0.42676984126984124,0.5125,0.2125,0.1,0.04279932,0.0,0.24609218043386383,0.03769398167995971
combined_failure_stress,aerial_manipulator,tight_turn_navigation,bayesian_morphology_belief,0.575,0.7375,0.1376176933583521,0.624542,0.154584,0.8446097854965842,0.44685714285714284,0.55,0.2,0.1375,0.026677539,0.0,0.24405794200424416,0.04092702370053529
combined_failure_stress,aerial_manipulator,tight_turn_navigation,conformal_risk_shield,0.2375,0.4,0.14192687549431937,0.459215,0.2738,0.6218852003297467,0.15303174603174602,0.525,0.375,0.025,0.048429651000000004,0.0,0.2890155221529934,-0.018657031077922964
combined_failure_stress,aerial_manipulator,tight_turn_navigation,constraint_aware_mpc,0.3375,0.525,0.17819730237641956,0.546375,0.23388000000000003,0.4598519240140537,0.22736507936507935,0.625,0.25,0.075,0.02317848,0.0,0.2461672238064903,0.1708800883929801
combined_failure_stress,aerial_manipulator,tight_turn_navigation,cost_calibrated_failure_predictive_morphology_v5,0.675,0.7625,0.1865276068273657,0.745542,0.12412400000000001,0.773551524042728,0.5782063492063492,0.575,0.1625,0.1125,0.024983727,0.0,0.21279876820360444,0.15480422627428742
combined_failure_stress,aerial_manipulator,tight_turn_navigation,domain_randomized_policy_selector,0.3375,0.525,0.14187211551625284,0.5247430000000001,0.22593600000000003,0.5069085377282633,0.2519523809523809,0.5125,0.2625,0.2,0.017773882500000004,0.0,0.2893130033152613,-0.14661937630751687
combined_failure_stress,aerial_manipulator,tight_turn_navigation,failure_predictive_morphology_v4,0.6,0.7625,0.1558523122417791,0.6830800000000001,0.14079999999999998,0.6798872253568446,0.4898888888888889,0.5875,0.2,0.1375,0.036416958,0.0,0.23576801037630815,0.08493434293028222
combined_failure_stress,aerial_manipulator,tight_turn_navigation,generic_failure_classifier,0.025,0.175,0.09003033873022531,0.26169,0.37672000000000005,0.1974227282068826,0.02857142857142857,0.3375,0.6625,0.2875,0.01047489,0.0,0.4540038409016452,-0.761815907500804
combined_failure_stress,aerial_manipulator,tight_turn_navigation,meta_adaptive_mpc,0.45,0.625,0.15083237246849532,0.490612,0.17002400000000004,0.6606329240140538,0.30673015873015874,0.6625,0.1875,0.0625,0.024604848,0.0,0.2012675329856903,0.2985687832937179
combined_failure_stress,aerial_manipulator,tight_turn_navigation,morphology_failure_transformer_prior,0.625,0.7375,0.21239769794872174,0.6757780000000001,0.15125600000000003,0.7098994082081356,0.4992857142857143,0.5,0.1625,0.15,0.02808162,0.0,0.24813252351390386,0.012242816302950295
combined_failure_stress,aerial_manipulator,tight_turn_navigation,online_system_identification,0.55,0.7125,0.1657629364615209,0.46987600000000007,0.14951199999999998,0.7299922110505006,0.43833333333333335,0.7125,0.1125,0.1,0.033229917000000005,0.0,0.17168788680654068,0.36236501658542153
combined_failure_stress,aerial_manipulator,tight_turn_navigation,oracle_failure_family_controller,1.0,1.0,0.13775731226615626,1.0,0.07071600000000001,0.999315484888549,1.0,0.85,0.0,0.0375,0.01002915,0.0,0.025440365887068675,0.780803626379052
combined_failure_stress,aerial_manipulator,tight_turn_navigation,per_morphology_calibrated_predictor,0.325,0.525,0.1109925976176592,0.48566600000000004,0.217872,0.4822481034127978,0.24692857142857141,0.425,0.3625,0.1875,0.012503007,0.0,0.35292401010793617,-0.2979522046613908
combined_failure_stress,aerial_manipulator,tight_turn_navigation,retrieval_failure_memory,0.4625,0.65,0.1352033295395504,0.6317050000000001,0.2078,0.5758770325519,0.34490476190476194,0.6,0.225,0.15,0.039615142500000006,0.0,0.24894649660424265,0.057587178685658776
combined_failure_stress,aerial_manipulator,tight_turn_navigation,risk_aware_intervention_policy,0.55,0.625,0.19545096258310926,0.54166,0.20381999999999997,0.7562240247682658,0.44507142857142856,0.5625,0.1875,0.075,0.0359377875,0.0,0.21953011772692946,0.1602382373313671
combined_failure_stress,arm_gripper,cluttered_tool_use,bayesian_morphology_belief,0.5875,0.75,0.13589044376766843,0.665995,0.13147999999999999,0.7900643854965842,0.3841277056277056,0.4875,0.225,0.1125,0.027955991700000002,0.0,0.26427600527335293,-0.030698399956347065
combined_failure_stress,arm_gripper,cluttered_tool_use,conformal_risk_shield,0.275,0.425,0.17319599027234134,0.51395,0.23731999999999998,0.5813258003297467,0.1346077441077441,0.5125,0.375,0.0375,0.053181239400000004,0.0,0.30355754420818226,-0.05251968513330896
combined_failure_stress,arm_gripper,cluttered_tool_use,constraint_aware_mpc,0.3625,0.5375,0.19669957258881596,0.594425,0.20348000000000002,0.42908272401405373,0.22508465608465608,0.625,0.25,0.0625,0.027364330500000002,0.0,0.25807311036191916,0.17121223859708962
combined_failure_stress,arm_gripper,cluttered_tool_use,cost_calibrated_failure_predictive_morphology_v5,0.7,0.7875,0.1961067544564536,0.78912,0.10102,0.7232019240427279,0.4941849354349354,0.5625,0.175,0.125,0.0288662397,0.0,0.22537445529671324,0.10634492204736039
combined_failure_stress,arm_gripper,cluttered_tool_use,domain_randomized_policy_selector,0.4125,0.5875,0.20447744494042816,0.5822050000000001,0.19432000000000002,0.4733421377282633,0.22083333333333333,0.4875,0.2375,0.1875,0.019399660500000002,0.0,0.3001579826766901,-0.1441092782780421
combined_failure_stress,arm_gripper,cluttered_tool_use,failure_predictive_morphology_v4,0.6125,0.775,0.1566929388451948,0.727725,0.11344,0.6358313253568446,0.40856818181818183,0.5125,0.2,0.1625,0.0406425732,0.0,0.259964981425417,-0.033580556923006516
combined_failure_stress,arm_gripper,cluttered_tool_use,generic_failure_classifier,0.025,0.1875,0.09022949745640704,0.32345,0.32504000000000005,0.1834367282068826,0.009444444444444445,0.2875,0.7,0.325,0.0117649554,0.0,0.481465184985634,-0.8944948950574648
combined_failure_stress,arm_gripper,cluttered_tool_use,meta_adaptive_mpc,0.4625,0.6375,0.15358539697983056,0.5229449999999999,0.15908000000000003,0.6172763240140537,0.2756183261183261,0.65,0.1875,0.0625,0.0298333782,0.0,0.21480378657079913,0.27462469926745764
combined_failure_stress,arm_gripper,cluttered_tool_use,morphology_failure_transformer_prior,0.625,0.7375,0.20047508533210273,0.71693,0.12572,0.6637456082081354,0.3992034632034632,0.4625,0.2,0.15,0.029492035200000002,0.0,0.27261688944301266,-0.060710795504524837
combined_failure_stress,arm_gripper,cluttered_tool_use,online_system_identification,0.5625,0.7375,0.16672912197539663,0.5013850000000001,0.141,0.6824398110505006,0.3525809468309468,0.6625,0.125,0.1125,0.0347373393,0.0,0.1943149499338925,0.27022273236127525
combined_failure_stress,arm_gripper,cluttered_tool_use,oracle_failure_family_controller,1.0,1.0,0.13775731226615626,1.0,0.06646000000000002,0.9659751647312935,1.0,0.8375,0.0,0.0625,0.011878736400000001,0.0,0.03868086163198335,0.7269529654776117
combined_failure_stress,arm_gripper,cluttered_tool_use,per_morphology_calibrated_predictor,0.4,0.5875,0.17810820678554137,0.5531599999999999,0.17288,0.4500803034127977,0.268270202020202,0.375,0.3,0.2,0.0133465113,0.0,0.36324540607608496,-0.3385238027308822
combined_failure_stress,arm_gripper,cluttered_tool_use,retrieval_failure_memory,0.525,0.6875,0.16678079462843295,0.68285,0.18044000000000002,0.5381148325519,0.31703896103896106,0.5625,0.2125,0.1875,0.0422468853,0.0,0.26647714774679143,-0.01198440688304519
combined_failure_stress,arm_gripper,cluttered_tool_use,risk_aware_intervention_policy,0.5875,0.6625,0.21383476946882377,0.588275,0.17949999999999997,0.7072730247682657,0.41134268509268507,0.525,0.2,0.075,0.040961159999999996,0.0,0.23520516736915828,0.09992602907701385
combined_failure_stress,arm_gripper,disturbance_recovery,bayesian_morphology_belief,0.5875,0.75,0.136754092172278,0.665995,0.13147999999999999,0.7900643854965842,0.4181838624338624,0.5125,0.2,0.1375,0.023270360399999995,0.0,0.2550300874350443,-0.008367723384530977
combined_failure_stress,arm_gripper,disturbance_recovery,conformal_risk_shield,0.275,0.425,0.17360359201640002,0.51395,0.23731999999999998,0.5813258003297467,0.18535064935064935,0.5125,0.3625,0.0375,0.0454326084,0.0,0.2931031079221936,-0.03253952724116899
combined_failure_stress,arm_gripper,disturbance_recovery,constraint_aware_mpc,0.3625,0.5375,0.19706237776076635,0.594425,0.20348000000000002,0.42908272401405373,0.2614761904761905,0.625,0.25,0.0625,0.021341423999999998,0.0,0.2502741372987305,0.1789408624327956
combined_failure_stress,arm_gripper,disturbance_recovery,cost_calibrated_failure_predictive_morphology_v5,0.7,0.7875,0.1970714851646107,0.78912,0.10102,0.7232019240427279,0.6011562049062049,0.55,0.1625,0.1125,0.023608950299999994,0.0,0.21845267072576458,0.12659645427961602
combined_failure_stress,arm_gripper,disturbance_recovery,domain_randomized_policy_selector,0.3875,0.5625,0.1801650699081677,0.577955,0.19432000000000002,0.4733421377282633,0.2887301587301587,0.5,0.25,0.2,0.015800862,0.0,0.2946718998987014,-0.15197689337195205
combined_failure_stress,arm_gripper,disturbance_recovery,failure_predictive_morphology_v4,0.6125,0.775,0.15746179657124965,0.727725,0.11344,0.6358313253568446,0.43607142857142855,0.55,0.2,0.1375,0.033530660399999995,0.0,0.24532419113350834,0.048004840191485265
combined_failure_stress,arm_gripper,disturbance_recovery,generic_failure_classifier,0.025,0.1875,0.0903056829939506,0.32345,0.32504000000000005,0.1834367282068826,0.011428571428571429,0.325,0.6625,0.2875,0.009644681999999998,0.0,0.4572728726850854,-0.7826957003330217
combined_failure_stress,arm_gripper,disturbance_recovery,meta_adaptive_mpc,0.4625,0.6375,0.15433323383310116,0.5229449999999999,0.15908000000000003,0.6172763240140537,0.3312936507936508,0.65,0.1875,0.05,0.022654742399999993,0.0,0.20855026562769044,0.29212419228411574
